Daniel C. Verplanck	Question: question: Where was Daniel Crommelin Verplanck born?	Ref: New York City	Pred: New York City	Context: Daniel Crommelin Verplanck (March 19, 1762 – March 29, 1834) was a United States representative from New York. Daniel Crommelin Verplanck was born in New York City in the Province of New York. He was the son of Samuel (1739–1820), and Judith Crommelin Verplanck.  His father, who was the brother of Gulian Verplanck (1751–1799), was a wholesale importer and banker. Daniel's early life was spent at the family home, a large yellow brick mansion, at 3 Wall St. His parents separated during the Revolutionary War.  His father, a supporter of the Revolution, withdrew to the family summer home, up the Hudson River in the Town of Fishkill, while his mother was a loyalist and remained in New York City.  The house in Fishkill became the headquarters of General Friedrich Wilhelm von Steuben.A portrait of the nine year old Daniel Verplanck by John Singleton Copley is in the Metropolitan Museum of Art, which also has "the Verplanck Room", containing portraits and furnishings from the Wall St. house that were later moved to Fishkill.  Daniel was educated under private tutors and graduated from Columbia College (later Columbia University) in New York City in 1788.
John Elliott	Question: question: What is the name of the English artist who was born in 1984?	Ref: John Elliott	Pred: John Elliott	Context: John Elliott may refer to: John Elliott (artist) (1858–1925), English artistJohn Elliott (actor) (1876–1956), American actorJohn M. Elliott Jr. (active since 1970), makeup artistJohn Elliott (electronic musician) (born 1984), American electronic musician
Cartier	Question: question: What is the surname of Cartier Martin?	Ref: Cartier	Pred: Cartier Martin (born 1984)	Context: Cartier may refer to: Cartier (surname), a surname (including a list of people with the name)Cartier Martin (born 1984), American basketball player
William Faden	Question: question: Who was the first person to be given the title of "geographer to the king"?	Ref: John Senex	Pred: William Faden	Context: William Faden (1749 – 1836) was an English cartographer and a publisher of maps. He was the royal geographer to King George III. He replaced Thomas Jefferys in that role.The title of "geographer to the king" was given to various people in the 18th century, including John Senex, Herman Moll, Emanuel Bowen and Thomas Jeffreys. All of these men, including William Faden, were engravers and publishers, not scholars or academics. Their part was to publish and supply maps to the crown and parliament.
Pierre-Simon-Benjamin Duvivier	Question: question: Who did Pierre-Simon-Benjamin's sister marry?	Ref: Jacques-Nicolas Tardieu	Pred: Jacques-Nicolas Tardieu	Context: Pierre-Simon-Benjamin Duvivier (3 November 1730 – 10 July 1819) was a French engraver of coins and medals. Pierre-Simon-Benjamin Duvivier was born in Paris on 3 November 1730.  He was son of the well-known medallist Jean Duvivier and of his wife, Louise Vignon.  His family originated from Liège.His brother was Thomas-Germain-Joseph Duvivier, also a painter and engraver.  His sister Jeanne-Louise-Françoise married the engraver Jacques-Nicolas Tardieu and is on record as having made several engravings herself.Benjamin Duvivier was placed in the Collège Mazarin to study humanities and philosophy, where he met and befriended Abraham Hyacinthe Anquetil-Duperron and Nicolas Louis de Lacaille, the future astronomer.He planned to undertake a voyage of exploration with Anquetil-Duperron, but was forced to cancel it for reasons of health.When his father violently objected to his decision to follow a career in art, he left home and moved in with his sister and brother-in-law, the Academician Tardieu.His mother died in 1752.On 25 September 1756 he won a medal from the Academy for a nature scene.
Jacques-Édouard Gatteaux	Question: question: What was the name of the French sculptor and medal engraver?	Ref: Jacques-Édouard Gatteaux	Pred: Jacques-Édouard Gatteaux	Context: Jacques-Édouard Gatteaux (4 November 1788 – 9 February 1881) was a French sculptor and medal engraver. Born in Paris, he studied under his father Nicolas-Marie Gatteaux (also a medal engraver) and Jean-Guillaume Moitte.He won first prize in the prix de Rome in 1809 and was elected a member of the Académie des beaux-arts in 1845 and of the Institut de France. He also became an officer of the Légion d'honneur.  He died in his home city.
David d'Angers	Question: question: Who was the painter that Pierre-Jean David entered the studio of?	Ref: Jacques-Louis David	Pred: Jacques-Louis David	Context: Pierre-Jean David (12 March 1788 – 4 January 1856) was a French sculptor, medalist and active freemason. He adopted the name David d'Angers, following his entry into the studio of the painter Jacques-Louis David in 1809 as a way of both expressing his patrimony and distinguishing himself from the master painter.
Raymond Gayrard	Question: question: For what Basilica did Gayrard create four evangelists?	Ref: Sainte Clotide Basilica	Pred: Sainte Clotide Basilica	Context: Paul Joseph Raymond Gayrard (3 September 1807 – 1855) was a French sculptor born in Clermont-Ferrand, France.He studied at an early age under his sculptor/engraver father Raymond Gayrard, and was a student of François Rude as well as David d'Angers.Gayrard first exhibited his works at the Salon in 1827 and continued to submit works throughout his lifetime winning a Second class medal in 1834 and a First Class Medal in 1846 and 1848. His last recorded exhibit was in 1855. He was very successful among the more wealthy of French high society and executed many busts of the more notables of the day, but had a considerable talent for animal modeling. His known bronze animal models date from the years 1846 until 1848 with his powerful plaster of a 'Harness Horse' exhibited at the Salon in 1847 and submitted again in 1848 in bronze. Also in 1848 his bronze of a 'Reclining Deerhound', thought to be first viewed when in plaster at the Salon in 1846, was particularly striking. One of his other animals groups titled 'The Monkey Steeplechase' is a rather humorous and whimsical subject done in a similar vain to Christophe Fratin's bronzes of humanized animals.His monumental works include the four evangelists for the Sainte Clotide Basilica in Paris.
John Bacon	Question: question: What is John Bacon's occupation?	Ref: British sculptor	Pred: sculptor	Context: John Bacon may refer to: John Bacon (sculptor, born 1740) (1740–1799), British sculptorJohn Bacon (sculptor, born 1777) (1777–1859), British sculptorJohn Henry Frederick Bacon, British painter and illustrator
Jacques-Jean Barre	Question: question: What is the common name for Jacques-Jean Barre?	Ref: Jean-Jacques	Pred: Jean-Jacques	Context: Jacques-Jean Barre (3 August 1793 in Paris-10 June 1855 in Paris) was the general engraver at the Monnaie de Paris between 1842 and 1855. In this position, he engraved and designed French medals, the Great Seal of France, bank notes and postage stamps, as well as the first Swiss coinage which was initially minted there.His name is Jacques-Jean Barre but is often incorrectly labelled as 'Jean-Jacques', as it is the more common use of the name.From the late 1840s until 1855, he created the first two French postage stamp designs: the Ceres series and Napoleon III series.His two sons, artists themselves, succeeded him at the post of general engraver:Albert Désiré Barreand Jean-Auguste Barre (only during one year).
Augustin Dupré	Question: question: Where did Augustin Dupré become established?	Ref: Paris	Pred: Paris	Context: Augustin Dupré (6 October 1748 – 30 January 1833) was a French engraver of currency and medals, the 14th Graveur général des monnaies (Engraver General of Currency). He began his career as an engraver at the royal factory for weapons. Towards 1770, he became established at Paris, became the student of the sculptor David, and engraved his first medals.The French Revolution gave him the opportunity to develop his art. Because the change of regime and the monetary reform required a full change of monetary types, a competition, initiated by the painter Louis David, was opened in April 1791 by the Convention nationale. Dupré's design won and was adopted for the new currency, the "Louis conventionnel". Following this success, Dupré was named Graveur général des monnaies by decree of the Assemblée nationale on 11 July 1791. In France before the revolution there were 31 royal mints, but most of them were no more than sinecures. In 1789, there were no more than 17 mints, and Dupré wanted to have a great new mint in Paris to produce all French currency. However, the Assemblée nationale rejected his idea and retained 8 mints: Paris, Lyon, Bordeaux, Bayonne, Perpignan, Nantes, Lille, and Strasbourg. He occupied his official position until 1803, the year in which he was dismissed by a decree of the First Consul of 12 March 1803. He was replaced by Pierre-Joseph Tiolier.
Nicolas-Marie Gatteaux	Question: question: Who was the famous engraver who designed the famous crossing of the Rhine?	Ref: Moreau	Pred: Nicolas-Marie Gatteaux	Context: Nicolas-Marie Gatteaux (2 August 1751, Paris - 24 June 1832, Paris) was a French medal engraver, also notable as the father of the sculptor and medallist Jacques-Édouard Gatteaux (1788–1881). In 1781 he was appointed graveur des médailles du Roi.A student of Delorme and Gros, he designed a large number of medals, largely referring to public events, such as the death of Louis XV, the coronation of Louis XVI, the birth of the Dauphin, the invention of the hot air balloon by the Montgolfier brothers, the voyage of Lapeyrouse, the Federation of the Départements of France, the Abolition of Privileges, and Moreau's crossing of the Rhine in year VIII. Other medals designed by him shown notable figures such as Joseph Haydn, le comte de Maurepas, d'Alambert and the Three Consuls (including Bonaparte). He also designed assignats, lottery tickets and stamps.Gatteaux is also credited as the inventor of the pointing machine, a tool used for copying sculpture.Gatteaux is also well known as a playing card maker. In 1809, just after the French Revolution, Napoleon asked the famous French painter David to develop a new design of the Paris pattern. This deck was however not accepted. In 1811 Gatteaux adapted the design and it was produced until 1853. In 1813 Gatteaux made a new design which eventually became the new base Paris pattern  This continued to be the standard Paris pattern until now. The only change that was made hereafter was that it became a design with double honour cards instead of single ones.
Franklin Peale	Question: question: What is the name of the book that suggests that facts about Peale's career allow writers to draw different conclusions about him?	Ref: Numismatic	Pred: Q. David Bowers	Context: Benjamin Franklin Peale (born Aldrovand Peale; October 15, 1795 – May 5, 1870) was an employee and officer of the Philadelphia Mint from 1833 to 1854. Although Peale introduced many innovations to the Mint of the United States, he was eventually dismissed amid allegations he had used his position for personal gain.Peale was the son of painter Charles Willson Peale, and was born in the museum of curiosities that his father ran in Philadelphia. For the most part, Franklin Peale's education was informal, though he took some classes at the University of Pennsylvania. He became adept in machine making. In 1820, he became an assistant to his father at the museum, and managed it after Charles Peale's death in 1827.In 1833, Peale was hired by the Mint, and was sent for two years to Europe to study and report back on coining techniques. He returned with plans for improvement, and designed the first steam-powered coinage press in the United States, installed in 1836. Peale was made Melter and Refiner of the Philadelphia Mint that year, and Chief Coiner three years later upon the retirement of the incumbent, Adam Eckfeldt, who continued in his work without pay.  Eckfeldt's labor allowed Peale to run a medal business using Mint property. This sideline eventually caused Peale's downfall: conflicts with Engraver James B. Longacre and Melter and Refiner Richard Sears McCulloh led to Peale being accused of misconduct, and he was dismissed by President Franklin Pierce in 1854.In retirement, Peale continued his involvement in and leadership of many civic organizations; he died in 1870. Numismatic author Q. David Bowers suggests that the facts of Peale's career allow writers to draw very different conclusions about him.
Charles Cushing Wright	Question: question: In what Maine town was Charles Cushing Wright born?	Ref: Damariscotta	Pred: Damariscotta, Maine	Context: Charles Cushing Wright (born 1 May 1796, in Damariscotta, Maine, died 7 June 1857, in New York City) was an American engraver and medalist. In 1825 he was a founding member of the National Academy of Design.
Charles Caryl Coleman	Question: question: Where did Thomas Coleman move to in 1663?	Ref: Nantucket	Pred: Nantucket	Context: Charles Caryl Coleman (April 25, 1840 in Buffalo, New York – December 5, 1928 in Capri, Italy) was an American artist. Coleman was born in Buffalo, New York to John Hull Coleman (1813) and Charlotte Augusta (née Caryl) Coleman.  His younger brother was Caryl Coleman (1847–1930), an ecclesiologist, church glass manufacturer and decorator who was educated at Bellevue Medical College and Canisius College, and who married Nonna Agnes Black. Caryl opened the church department of the Tiffany Company in New York in 1889 and operated it for 10 years. In 1899 he founded the Church Glass and Decorating Company of New York which manufactured a variety of decorative and stained-glass windows for various churches, academic institutions, and other private and public buildings.His maternal grandparents were Capt. Benjamin Caryl and Susan Young. His paternal grandparents were Charles H. Coleman (1787–1880) and Doreas (née Hull) Coleman (1791–1822).  Charles was a descendant of Thomas Coleman of Marlborough, Wiltshire, England, who came to Boston in 1635 and moved to Nantucket in 1663 after living in Newbury, Massachusetts.He was raised in Buffalo and studied art under William Holbrook Beard "and an itinerant painter, Andrew Andrews whose real name was Isaacs."
George T. Morgan	Question: question: What was the name of the half dollar coin designed by George Thomas Morgan?	Ref: Columbian Exposition	Pred: The Columbian Exposition	Context: George Thomas Morgan (November 24, 1845 – January 4, 1925) was a United States Mint engraver who is famous for designing many popular coins, such as the Morgan dollar, the reverse of the Columbian Exposition half dollar, and the reverse of the McKinley Birthplace Memorial gold dollar.
Joseph Shoemaker	Question: question: Who was the leading defense attorney in the 1935 trial?	Ref: Patrick Crisp Whitacker	Pred: Patrick Crisp Whitacker	Context: The Modern Democrats were a political organization in Tampa, Florida. In 1935, members were arrested at a meeting and interrogated by police. Members of the group were then kidnapped outside the police station, beaten, tarred and feathered. Joseph Shoemaker died as a result of his wounds.The attack and death made national news. Six Tampa policemen were indicted and accused of being klansmen and taking part in the murder. The police chief was charged as an accessory for blocking the investigation. Five policemen were convicted in a trial held in Polk County. Patrick Crisp Whitacker, a former Senator and the brother-in-law of Tampa's mayor R.E.L. Chancey, served as the leading defense attorney.At the trial, the group denied it was Communist.Shoemaker was from Vermont and organized the party after widespread corruption problems during Tampa's 1935 municipal election.
Paulding Farnham	Question: question: What nationality was Farnham?	Ref: American	Pred: American	Context: George Paulding Farnham (1859–1927) was an American jewelry designer, sculptor and metallurgist who worked for Tiffany & Co. in the late 19th and early 20th century. Farnham married American sculptor Sally James Farnham in 1896. After leaving Tiffany & Co. in 1908, Farnham focused his interests on developing mining properties in British Columbia.
Joseph Barry	Question: question: Who were Joseph Barry's parents?	Ref: Marion and Walter Barry	Pred: Marion and Walter Barry	Context: Joseph Barry (born 1940) is an American real estate developer and co-founder of the Applied Housing Companies and founder of the Hudson Reporter newspaper chain. Joseph Barry was born in 1940 to a Jewish family in New Jersey and raised in Newark, the son of Marion and Walter Barry. His father was a union organizer for the United Electrical Workers who started to develop low income housing in Newark after the 1967 Newark riots.  Barry earned a B.A. In English from Rutgers University and graduated first in his class from Rutgers Law School.
John Bennett	Question: question: What band was John Bennett a founding member of?	Ref: Kenny Ball	Pred: Kenny Ball	Context: John Bennett may refer to: John Bennett (actor) (1928–2005), British actorJohn Bennett (composer) (c. 1735–1784), British composer and organistJohn Bennett (drummer), drummer of the UK doom metal band The ProphecyJohn Bennett, American trombonist, founding member of Kenny Ball and his JazzmenJohn Bennett (OITNB), fictional prison guard in Orange Is The New BlackJohn Bennett (potter) (1840–1907), British ceramic artistJohnny Bennett (born 1998), British actor
Jean-Antoine Houdon	Question: question: Who was a famous French neoclassical sculptor?	Ref: Napoléon Bonaparte	Pred: Jean-Antoine Houdon	Context: Jean-Antoine Houdon (French: [ʒɑ̃ ɑ̃twan udɔ̃]; 20 March 1741 – 15 July 1828) was a French neoclassical sculptor.Houdon is famous for his portrait busts and statues of philosophers, inventors and political figures of the Enlightenment. Houdon's subjects included Denis Diderot (1771), Benjamin Franklin (1778-1809), Jean-Jacques Rousseau (1778), Voltaire (1781), Molière (1781), George Washington (1785–1788), Thomas Jefferson (1789), Louis XVI (1790), Robert Fulton (1803–04), and Napoléon Bonaparte (1806).
Benjamin Wilson	Question: question: What is another name for Benjamin Wilson?	Ref: Ben Wilson	Pred: Ben Franklin	Context: Benjamin, Benny, Bennie, or Ben Wilson may refer to: Benjamin Wilson (painter) (1721–1788), English painter and scientistBen F. Wilson (1876–1930), American actor, director, screenwriter and producerBen Wilson (American artist) (1913–2001), American Abstract ExpressionistBen Wilson (English artist) (born 1963), English wood carver and outsider artistBen Wilson (musician) (born 1967), American musician and keyboardist for the band Blues Traveler
Francis Bassett	Question: question: What was Sir Francis Bassett's title from 1642 to 1644?	Ref: High Sheriff of Cornwall	Pred: High Sheriff of Cornwall	Context: Sir Francis Bassett (1594 – 1645) of Tehidy in the parish of Illogan in Cornwall, was Sheriff of Cornwall, a Vice-Admiral of North Cornwall, and Recorder of St Ives. His portrait by Vandyck was formerly displayed at Tehidy (now demolished). He appears to have been a sportsman, much addicted to hawking and cock-fighting.He was the son of Revd. James Bassett of Tehidy and his wife Jane, the daughter of Sir Francis Godolphin.He served as Vice-Admiral of North Cornwall from 1623 to his death in 1645 and was High Sheriff of Cornwall in 1642–1644. There is a complaint against him in the Star Chamber, 18 May 1625.During the Civil War in 1643, he acted as a Royalist in the western part of Cornwall, raising money and drilling forces for the king. Letters of his to his wife ‘at her Tehidy’ are preserved, recording the Royalist victories of Stamford Hill near Stratton, and of Braddock Down near Lostwithiel, at the latter of which (or at any rate very shortly after the fight) he, with most of the Cornish gentry, was present, and was knighted on the field. He records in another letter to his wife that after the battle ‘the king, in the hearing of thousands, as soon as he saw me in the morning, cryed to mee “Deare Mr. Sheriffe, I leave Cornwall to you safe and sound”’.In 1640, he presented to the borough of St Ives a loving-cup bearing the following inscription:
Heinrich Roth	Question: question: Along with Kannada and Hindustani, what language did Roth learn?	Ref: Persian	Pred: Persian	Context: Heinrich Roth (December 18, 1620 in Dillingen, Germany – June 20, 1668 in Agra; also known as Henricus Rodius or Henrique Roa) was a missionary and pioneering Sanskrit scholar. Having been born in Dillingen and raised in Augsburg, where his father Konrad Roth (died 1637) worked as Doctor utriusque iuris for the Prince-Bishopric, from 1635 to 1639 Heinrich Roth studied Rhetoric at the University of Dillingen and Philosophy at the Jesuit college in Innsbruck. In 1639, he became a Jesuit in Landsberg, and from 1641 to 1645 taught at the University of Munich, before returning to Dillingen to start theological studies, which he completed in Ingolstadt in 1649. The same year, he was ordained priest in Eichstätt.On behalf of Francesco Piccolomini, in 1649 Roth was assigned to the so-called Ethiopian mission to India. Traveling by the land route via Smyrna (1650) and Isfahan, he arrived in Goa by 1652. He worked first on the Island of Salsette off Goa, where from time to time he acted as Portuguese interpreter. He was then sent on an embassy by one of the native princes, and via Uttarakhand finally reached the Mughal Empire and its residence in Agra in 1654. Acting as rector of the Jesuit residence in Agra since 1659, he was involved in the persecution under Shah Jahan and Aurangzeb.Next to learning the Persian, Kannada and Hindustani languages, Roth at Agra for several years also acquired a profound knowledge of classical Sanskrit grammar and literature from local pandits. The French explorer and philosopher Francois Bernier, who got acquainted with Roth in these years, got to appreciate him as one versed in expert knowledge of the culture and philosophy of religions in IndiaIn 1662, joined by fellow Jesuit Johann Grueber, who was on his way back from China, Roth revisited Europe by the land route via Kabul, and arrived in Rome in February 1664. Athanasius Kircher, in his monumental work China illustrata, published their itinerary, Roth’s description of the Sanskrit alphabet, and some short excerpts of Roth’s other works. Traveling north to Germany, Roth held some public lectures in Neuburg on the history and culture of the Mughal Empire, excerpts of which subsequently appeared in print. In Vienna, Roth succeeded in gaining financial support from emperor Leopold I to have his Sanskrit grammar – the first such work ever compiled by a European, which Roth had completed in Agra by 1660 – appear in print, but the project was stopped by the Jesuit Superior General Giovanni Paolo Oliva.Ordered by Oliva to set up a Jesuit mission in Nepal, Roth traveled back via Constantinople and Surat, returning to Agra by 1666, where he died in 1668 before he could embark on the Nepalese mission. His gravesite is still visible at the Padri Santos chapel in Lashkarpur, a suburb of Agra.
Benjamin Henry Latrobe	Question: question: What was the name of the Virginia Penitentiary Latrobe designed?	Ref: State	Pred: The United States Capitol	Context: Benjamin Henry Boneval Latrobe (May 1, 1764 – September 3, 1820) was an Anglo-American neoclassical architect who emigrated to the United States. He was one of the first formally trained, professional architects in the new United States, drawing on influences from his travels in Italy, as well as British and French Neoclassical architects such as Claude Nicolas Ledoux. In his thirties, he emigrated to the new United States and designed the United States Capitol, on "Capitol Hill" in Washington, D.C., as well as the Old Baltimore Cathedral or The Baltimore Basilica, (later renamed the Basilica of the National Shrine of the Assumption of the Blessed Virgin Mary). It is the first Cathedral constructed in the United States for any Christian denomination. Latrobe also designed the largest structure in America at the time, the "Merchants' Exchange" in Baltimore. With extensive balconied atriums through the wings and a large central rotunda under a low dome which dominated the city, it was completed in 1820 after five years of work and endured into the early twentieth century.Latrobe emigrated in 1796, initially settling in Virginia where he worked on the Virginia State Penitentiary in Richmond. Latrobe then moved to Philadelphia where he established his practice. In 1803, he was hired as Surveyor of the Public Buildings of the United States, and spent much of the next fourteen years working on projects in the new national capital of Washington, D.C., (in the newly-laid out Federal capital of the District of Columbia) where he served as the second Architect of the Capitol. He also was responsible for the design of the White House porticos. Latrobe spent the later years of his life in New Orleans, Louisiana working on a waterworks project, and died there in 1820 from yellow fever.Latrobe has been called the "father of American architecture". He was the uncle of Charles La Trobe, who was the first Lieutenant-Governor of Victoria in Australia.
Zachariah Brigden	Question: question: In what city was Zachariah Brigden active?	Ref: Boston	Pred: Boston	Context: Zachariah Brigden (December 21, 1734 - March 10, 1787) was a noted American silversmith active in Boston.Brigden was born in Charlestown, Province of Massachusetts and apprenticed with Thomas Edwards. He was probably free as a journeyman when his master died in 1755, and in 1756 or later married Edwards's daughter Sarah, who was the principal beneficiary of her father's estate. His records, now archived in Beinecke Rare Book and Manuscript Library at Yale University, indicate that his shop employed 15 journeymen and apprentices, doing more business with repairs than in creation of new works. His works are in the collections of the Museum of Fine Arts, Dartmouth College, Yale University, Winterthur Museum, and elsewhere.
Nicholas Geffroy	Question: question: What position did Nicholas Geffroy hold in 1817?	Ref: Newport's Surveyor of Highways	Pred: Surveyor of Highways	Context: Nicholas Geffroy (c. 1761 - before February 9, 1839) was an American silversmith and watchmaker, active in Newport, Rhode Island.Geffroy was born in Granville, Manche in France. He married Sarah Shaw in Newport on September 29, 1795, and before 1802 became a partner with her father, John Allen Shaw, as JOHN A. SHAW & Co. In June 1817 he was appointed Newport's Surveyor of Highways.In a curious incident in 1801, a letter to President Thomas Jefferson was sent from someone purporting to be Geffroy. The letter detailed accusations against many citizens and office-holders, and insisted that "A purification is necessary, & we cannot be purified unless you cleanse the Augean Stable completely." Geffroy received a response from Jefferson, but doubted its authenticity and denied having ever written to the President. The United States Senator Christopher Ellery, a local resident, vouched for its authenticity and apparently impounded the letter for return to Jefferson. Ellery in turn accused Congressman John Rutledge Jr. of South Carolina, also then resident in Newport, of having forged this and another letter from Geffroy. These "Geffroy letters" were subsequently published in the Newport Rhode-Island Republican on September 18, 1802, under the headline "Rutledge's Letters To the President of the United States." As noted in that article, although Geffroy possessed some mastery of spoken English, it was doubted that he could write, "with any degree of correctness, a single sentence of the language." After a flurry of accusations and affidavits, Rutledge challenged Ellery to a duel, which he declined. Rutledge assaulted Ellery in January 1803, "publicly caning him and pulling him by the nose and ears". Although Rutledge vehemently maintained his innocence in the affair, he decided not to seek reelection in 1803 given the negative publicity.In another curious incident recorded by Channing, "a sudden and most malignant disease appeared in the house of Mr. Nicholas Geffroy... supposed to have originated from some foul substances thrown upon the ground occupied by Mr. Geffroy." Several of Geffroy's mechanics died within a few hours of being attacked, but the illness did not spread beyond a few houses on either side of Geffroy.Geffroy's work is collected in the Metropolitan Museum of Art and Yale University Art Gallery.
Sidney Gardiner	Question: question: Where is Sidney Gardiner's silver collection?	Ref: Yale University Art Gallery	Pred: The Metropolitan Museum of Art	Context: Sidney Gardiner (July 23, 1787 - May 1827) was a prominent American silversmith and merchant, active in Boston and Philadelphia. His firm of Fletcher & Gardiner was nationally renowned.Fletcher was born in Mattituck, New York. He migrated to Boston, where his family had long-standing connections. In 1803 he and Thomas Fletcher, then in their teens, formed a partnership that comprised silversmithing and selling fancy hardware at 43 Marlboro Street. In 1811 their firm of Fletcher & Gardiner moved to Philadelphia, with a shop at Third and Chestnut Street, where Gardiner worked until his death while traveling in Vera Cruz, Mexico. In 1824 he was a founding member of the Franklin Institute.Silver by Fletcher & Gardiner is collected in the Metropolitan Museum of Art, the Harvard Art Museums, Winterthur Museum, and Yale University Art Gallery. His papers are archived in the Winterthur Museum.
Thomas Fletcher	Question: question: What body did Thomas Fletcher belong to?	Ref: Legislative Assembly	Pred: Democrat	Context: Thomas or Tom Fletcher may refer to: Thomas Fletcher (American politician) (1779–?), U.S. Representative from KentuckyThomas Fletcher (Arkansas politician) (1817–1880), Acting Governor of Arkansas, 1862Thomas Fletcher (British politician) (1522–1568), Member of Parliament for RyeThomas Fletcher (Canadian politician) (1852–?), Member of the British Columbia Legislative Assembly for AlberniThomas B. Fletcher (1879–1945), U.S. Representative from OhioThomas Clement Fletcher (1827–1899), 18th Governor of Missouri
William Brown	Question: question: What was William Harvey Brown's nationality?	Ref: Canadian ma	Pred: British	Context: William Brown may refer to: William Brown (industrial relations expert) (1945–2019), British academic, Master of Darwin College, CambridgeWilliam Brown (plant pathologist) (1888–1975), British mycologist and plant pathologistWilliam Brown (psychologist) (1881–1952), British psychologistWilliam Fuller Brown Jr. (1904–1983), American physicistW. G. Brown, Canadian mathematicianWilliam Harvey Brown (1862–1913), American naturalistWilliam Jethro Brown (1868–1930), Australian jurist and professor of lawWilliam L. Brown (geneticist) (1913–1991), American geneticistW. Norman Brown (1892–1975), American Indologist and SanskritistWilliam Yancey Brown (born 1948), American zoologist and attorney
Amelung House and Glassworks	Question: question: What museum in New York has examples of New Bremen glass work?	Ref: Corning Museum of Glass	Pred: Metropolitan Museum of Art	Context: The Amelung House and Glassworks is a historic home located at Urbana, Frederick County, Maryland, United States. It is a two-story, late-Georgian brick home on a stone foundation built about 1785.  The property once had the New Bremen glassworks built by Johann Friedrich Amelung after he came to Maryland in 1784; no above-ground remains of the factory remain. Fine examples of New Bremen glass work may be seen at the Metropolitan Museum of Art in New York City; the Corning Museum of Glass in Corning, New York; and Winterthur Museum in Winterthur, Delaware.The Amelung House and Glassworks was listed on the National Register of Historic Places in 1973.
